codeIataAirport,codeIcaoAirport,Country/Region,Province/State
LCY,EGLC,United Kingdom,Channel Islands
LCZ,,Italy,
LDA,VEMH,India,
LDB,SBLO,Brazil,
LDC,YLIN,Australia,Queensland
LDE,LFBT,France,
LDG,ULAL,Russia,
LDH,YLHI,Australia,Queensland
LDI,,Tanzania,
LDK,,Sweden,
LDN,VNLD,Nepal,
LDO,,Suriname,
LDR,,Yemen,
LDS,ZYLD,China,Heilongjiang
LDU,WBKD,Malaysia,
LDV,,France,
LDW,,Australia,Northern Territory
LDX,,France,French Guiana
LDY,EGAE,United Kingdom,Isle of Man
LDZ,FALD,South Africa,
LEA,YPLM,Australia,Western Australia
LEC,SBLE,Brazil,
LED,ULLI,Russia,
LEG,,Mauritania,
LEH,LFOH,France,
LEI,LEAM,Spain,
LEJ,EDDP,Germany,
LEK,GULB,Guinea,
LEL,YLEV,Australia,Northern Territory
LEN,LELN,Spain,
LEO,,Gabon,
LEP,SNDN,Brazil,
LEQ,EGHC,United Kingdom,Channel Islands
LER,YLST,Australia,Western Australia
LET,SKLT,Colombia,
LEU,LESU,Spain,
LEY,,Netherlands,
LEZ,,Honduras,
LFB,,Mozambique,
LFM,OISR,Iran,
LFO,HAKL,Ethiopia,
LFP,,Australia,Northern Territory
LFR,SVLF,Venezuela,
LFW,DXXX,Togo,
LGE,,Australia,Northern Territory
LGG,EBLG,Belgium,
LGH,YLEC,Australia,South Australia
LGI,MYLD,Bahamas,
LGJ,,Romania,
LGK,WMKL,Malaysia,
LGL,WBGF,Malaysia,
LGN,,Papua New Guinea,
LGO,,Germany,
LGP,RPLP,Philippines,
LGQ,SELA,Ecuador,
LGS,SAMM,Argentina,
LGT,,Colombia,
LGW,EGKK,United Kingdom,Channel Islands
LGX,,Somalia,
LGY,,Venezuela,
LGZ,,Colombia,
LHA,EDTL,Germany,
LHE,OPLA,Pakistan,
LHG,YLRD,Australia,Queensland
LHI,WAJL,Indonesia,
LHK,ZHGH,China,Hubei
LHP,,Papua New Guinea,
LHR,EGLL,United Kingdom,Channel Islands
LHS,SAVH,Argentina,
LHU,,Namibia,
LIA,ZULP,China,Chongqing
LIB,,Australia,Northern Territory
LIF,NWWL,France,New Caledonia
LIG,LFBL,France,
LII,WAJM,Indonesia,
LIL,LFQQ,France,
LIM,SPIM,Peru,
LIN,LIML,Italy,
LIO,MRLM,Costa Rica,
LIP,SBLN,Brazil,
LIR,MRLB,Costa Rica,
LIS,LPPT,Portugal,
LIX,FWLK,Malawi,
LJG,ZPLJ,China,Yunnan
LJU,LJLJ,Slovenia,
LKA,WRKL,Indonesia,
LKD,,Australia,Northern Territory
LKG,HKLK,Kenya,
LKH,WBGL,Malaysia,
LKL,ENNA,Norway,
LKN,KLKN,Norway,
LKO,VILK,India,
LKR,,Somalia,
LKU,,Kenya,
LKW,,Oman,
LKY,HTLM,Tanzania,
LKZ,,United Kingdom,Isle of Man
LLA,ESPA,Sweden,
LLB,ZULB,China,Guizhou
LLE,,South Africa,
LLF,ZGLG,China,Hunan
LLG,YCGO,Australia,Queensland
LLH,,Honduras,
LLI,HALL,Ethiopia,
LLK,UBBL,Azerbaijan,
LLL,,Australia,Northern Territory
LLM,,Malaysia,
LLN,,Indonesia,
LLP,,Australia,South Australia
LLS,SATK,Argentina,
LLT,,Angola,
LLU,BGAP,Denmark,Greenland
LLW,FWLI,Malawi,
LMB,FWSM,Malawi,
LMC,,Colombia,
LMD,,Argentina,
LME,LFRM,France,
LMG,,Papua New Guinea,
LMH,,Honduras,
LMI,,Papua New Guinea,
LMJ,,Japan,
LMM,MMLM,Mexico,
LMN,WBGJ,Malaysia,
LMO,EGQS,United Kingdom,
LMP,LICD,Italy,
LMQ,HLMB,Libya,
LMR,FALC,South Africa,
LMX,,Colombia,
LMY,,Papua New Guinea,
LMZ,,Mozambique,
LNC,,Papua New Guinea,
LNF,,Papua New Guinea,
LNG,,Papua New Guinea,
LNH,,Australia,Northern Territory
LNJ,ZPLC,China,Yunnan
LNM,,Papua New Guinea,
LNO,YLEO,Australia,Western Australia
LNV,,Papua New Guinea,
LNX,UUBS,Russia,
LNZ,LOWL,Austria,
LOA,YLOR,Australia,Northern Territory
LOC,YLOK,Australia,South Australia
LOE,VTUL,Thailand,
LOH,SELO,Ecuador,
LOI,,Brazil,
LOK,HKLO,Kenya,
LOM,,Mexico,
LOP,WADL,Indonesia,
LOQ,,Botswana,
LOS,DNMM,Nigeria,
LOV,MMMV,Mexico,
LOX,,Guatemala,
LOY,HKLY,Kenya,
LPA,GCLP,Spain,
LPB,SLLP,Bolivia,
LPD,SKLP,Colombia,
LPE,,Colombia,
LPG,SADL,Argentina,
LPI,ESSL,Sweden,
LPJ,SVAS,Venezuela,
LPK,UUOL,Russia,
LPL,EGGP,United Kingdom,Isle of Man
LPN,,Papua New Guinea,
LPP,EFLP,Finland,
LPQ,VLLB,Laos,
LPT,VTCL,Thailand,
LPU,WRLP,Indonesia,
LPX,EVLA,Latvia,
LPY,LFHP,France,
LQM,SKLG,Colombia,
LQN,OAQN,Afghanistan,
LQS,,China,Xinjiang
LRA,LGLR,Greece,
LRE,YBLR,Australia,Queensland
LRG,OPLL,Pakistan,
LRH,LFBH,France,
LRI,,Colombia,
LRL,DXNG,Togo,
LRM,MDLR,Dominican Republic,
LRQ,,Canada,Manitoba
LRR,OISL,Iran,
LRS,LGLE,Greece,
LRT,LFRH,France,
LRV,SVRS,Venezuela,
LSA,,Papua New Guinea,
LSI,EGPB,United Kingdom,
LSJ,,Papua New Guinea,
LSL,MRLC,Costa Rica,
LSM,WBGD,Malaysia,
LSO,LFOO,France,
LSP,SVJC,Venezuela,
LSS,,France,Guadeloupe
LST,YMLT,Australia,Tasmania
LSU,WBGU,Malaysia,
LSW,WITM,Indonesia,
LSX,WITL,Indonesia,
LSY,YLIS,Australia,Queensland
LSZ,LDLO,Croatia,
LTA,FATZ,South Africa,
LTB,YLTV,Australia,Tasmania
LTD,HLTD,Libya,
LTF,,Papua New Guinea,
LTG,VNLT,Nepal,
LTI,ZMAT,Mongolia,
LTK,OSLK,Syria,
LTL,FOOR,Gabon,
LTM,SYLT,Guyana,
LTN,EGGW,United Kingdom,Channel Islands
LTO,MMLT,Mexico,
LTP,YLHS,Australia,South Australia
LTQ,LFAT,France,
LTR,EILT,Ireland,
LTT,LFTZ,France,
LTU,,India,
LTV,YLOV,Australia,Northern Territory
LTX,,Ecuador,
LTZ,,Italy,
LUA,VNLK,Nepal,
LUB,SYLP,Guyana,
LUD,FYLZ,Namibia,
LUE,,Slovakia,
LUG,LSZA,Switzerland,
LUH,VILD,India,
LUI,,Honduras,
LUM,ZPLX,China,Yunnan
LUN,FLLS,Zambia,
LUO,FNUE,Angola,
LUQ,SAOU,Argentina,
LUT,YLRS,Australia,Northern Territory
LUU,YLRA,Australia,Northern Territory
LUV,WAPL,Indonesia,
LUW,WAMW,Indonesia,
LUX,ELLX,Luxembourg,
LUZ,,Poland,
LVA,LFOV,France,
LVB,SNLB,Brazil,
LVI,FLLI,Zambia,
LVO,YLTN,Australia,Western Australia
LVP,,Iran,
LVR,SWFE,Brazil,
LWA,,Philippines,
LWE,,Indonesia,
LWH,YLAH,Australia,Northern Territory
LWI,,Papua New Guinea,
LWK,EGET,United Kingdom,
LWN,UDSG,Armenia,
LWO,UKLL,Ukraine,
LWR,EHLW,Netherlands,
LWY,WBGW,Malaysia,
LXA,ZULS,China,Tibet
LXG,VLLN,Laos,
LXR,HELX,Egypt,
LXS,LGLM,Greece,
LXU,,Zambia,
LYA,ZHLY,China,Henan
LYB,MWCL,United Kingdom,Cayman Islands
LYC,ESNL,Sweden,
LYE,EGDL,United Kingdom,Channel Islands
LYG,ZSLG,China,Jiangsu
LYI,ZSLY,China,Shandong
LYK,,Indonesia,
LYN,LFLY,France,
LYP,OPFA,Pakistan,
LYS,LFLL,France,
LYT,,Australia,Queensland
LYX,EGMD,United Kingdom,Channel Islands
LZC,MMLC,Mexico,
LZH,ZGZH,China,Guangxi
LZM,,Angola,
LZO,ZULZ,China,Guizhou
LZR,YLZI,Australia,Northern Territory
LZY,ZUNZ,China,Tibet
MAA,VOMM,India,
MAB,SBMA,Brazil,
MAD,LEMD,Spain,
MAG,AYMD,Papua New Guinea,
MAH,LEMH,Spain,
MAI,,Malawi,
MAK,HSSM,South Sudan,
MAL,WAPE,Indonesia,
MAM,MMMA,Mexico,
MAN,EGCC,United Kingdom,Isle of Man
MAO,SBEG,Brazil,
MAP,,Papua New Guinea,
MAQ,VTPM,Thailand,
MAR,SVMC,Venezuela,
MAS,AYMO,Papua New Guinea,
MAU,NTTP,France,French Polynesia
MAX,GOSM,Senegal,
MAY,,Bahamas,
MBA,HKMO,Kenya,
MBB,YMBL,Australia,Western Australia
MBC,FOGG,Gabon,
MBD,FAMM,South Africa,
MBE,RJEB,Japan,
MBF,,Australia,Victoria
MBH,YMYB,Australia,Queensland
MBI,HTMB,Tanzania,
MBK,SWXM,Brazil,
MBM,,South Africa,
MBN,,Australia,Northern Territory
MBO,,Philippines,
MBP,SPBB,Peru,
MBQ,HUMA,Uganda,
MBR,,Mauritania,
MBT,RPVJ,Philippines,
MBV,,Papua New Guinea,
MBW,YMMB,Australia,Victoria
MBX,LJMB,Slovenia,
MBZ,SWMW,Brazil,
MCA,GUMA,Guinea,
MCH,SEMH,Ecuador,
MCJ,SKLM,Colombia,
MCM,LNMC,Monaco,
MCP,SBMQ,Brazil,
MCQ,,Hungary,
MCR,MGMM,Guatemala,
MCS,SARM,Argentina,
MCT,OOMS,Oman,
MCU,LFLT,France,
MCV,YMHU,Australia,Northern Territory
MCX,URML,Russia,
MCY,YBMC,Australia,Queensland
MCZ,SBMO,Brazil,
MDB,,Belize,
MDC,WAMM,Indonesia,
MDE,SKRG,Colombia,
MDG,ZYMD,China,Jilin
MDI,DNMK,Nigeria,
MDM,,Papua New Guinea,
MDP,WAKD,Indonesia,
MDQ,SAZM,Argentina,
MDS,MBMC,United Kingdom,Turks and Caicos Islands
MDU,AYMN,Papua New Guinea,
MDV,,Gabon,
MDX,SATM,Argentina,
MDZ,SAME,Argentina,
MEA,SBME,Brazil,
MEB,YMEN,Australia,Victoria
MEC,SEMT,Ecuador,
MED,OEMA,Saudi Arabia,
MEE,NWWR,France,New Caledonia
MEG,FNMA,Angola,
MEH,ENMR,Norway,
MEK,GMFM,Morocco,
MEL,YMML,Australia,Victoria
MEN,LFNB,France,
MEP,WMAU,Malaysia,
MEQ,WITC,Indonesia,
MES,WIMM,Indonesia,
MET,YMOT,Australia,Northern Territory
MEU,SBMD,Brazil,
MEX,MMMX,Mexico,
MEY,VNMG,Nepal,
MEZ,FAMS,South Africa,
MFA,HTMA,Tanzania,
MFB,,Colombia,
MFF,FOOD,Gabon,
MFG,OPMF,Pakistan,
MFL,,Australia,Queensland
MFN,NZMF,New Zealand,
MFO,AYNG,Papua New Guinea,
MFP,YMCR,Australia,Northern Territory
MFQ,DRRM,Niger,
MFS,SKMF,Colombia,
MFT,,Peru,
MFU,FLMF,Zambia,
MFX,,France,
MFY,,Yemen,
MFZ,,Papua New Guinea,
MGA,MNMG,Nicaragua,
MGB,YMTG,Australia,Victoria
MGD,SLMG,Bolivia,
MGF,SBMG,Brazil,
MGH,FAMG,South Africa,
MGL,EDLN,Germany,
MGN,,Colombia,
MGO,,Gabon,
MGP,,Papua New Guinea,
MGQ,HCMM,Somalia,
MGT,YMGB,Australia,Northern Territory
MGV,YMGR,Australia,Northern Territory
MGX,FOGI,Gabon,
MHA,SYMD,Guyana,
MHB,,New Zealand,
MHD,OIMM,Iran,
MHF,,Colombia,
MHG,EDFM,Germany,
MHH,MYAM,Bahamas,
MHO,YMHO,Australia,Northern Territory
MHP,UMMM,Belarus,
MHU,YHOT,Australia,Victoria
MHW,SLAG,Bolivia,
MHY,,Papua New Guinea,
MHZ,,United Kingdom,Channel Islands
MID,MMMD,Mexico,
MIG,EDPN,China,Sichuan
MIH,,Australia,Queensland
MII,SBML,Brazil,
MIK,EFMI,Finland,
MIM,YMER,Australia,Australian Capital Territory
MIN,YMPA,Australia,South Australia
MIP,LLMR,Israel,
MIR,DTMB,Tunisia,
MIS,AYMS,Papua New Guinea,
MIU,DNMA,Nigeria,
MIX,,Colombia,
MIY,,Australia,Northern Territory
MIZ,,Australia,Northern Territory
MJA,FMSJ,Madagascar,
MJD,OPMJ,Pakistan,
MJF,ENMS,Norway,
MJG,,Cuba,
MJI,HLLM,Libya,
MJJ,,Papua New Guinea,
MJK,YSHK,Australia,Western Australia
MJL,FOGM,Gabon,
MJN,FMNM,Madagascar,
MJO,,Namibia,
MJP,YMJM,Australia,Western Australia
MJR,,Argentina,
MJS,,Mozambique,
MJT,LGMT,Greece,
MJU,,Indonesia,
MJV,LELC,Spain,
MJW,,Zimbabwe,
MJY,,Indonesia,
MJZ,UERR,Russia,
MKB,FOOE,Gabon,
MKI,FEGE,Central African Republic,
MKM,WBGK,Malaysia,
MKN,,Papua New Guinea,
MKP,NTGM,France,French Polynesia
MKQ,WAKK,Indonesia,
MKR,YMEK,Australia,Western Australia
MKS,HAMA,Ethiopia,
MKU,FOOK,Gabon,
MKV,,Australia,South Australia
MKW,WASR,Indonesia,
MKY,YBMK,Australia,Queensland
MKZ,WMKM,Malaysia,
MLA,LMML,Malta,
MLE,VRMM,Maldives,
MLG,WIAS,Indonesia,
MLH,LFSB,Switzerland,
MLM,MMMM,Mexico,
MLN,GEML,Spain,
MLO,LGML,Greece,
MLP,,Philippines,
MLQ,,Papua New Guinea,
MLR,YMCT,Australia,South Australia
MLV,,Australia,Northern Territory
MLW,GLMR,Liberia,
MLX,LTAT,Turkey,
MLZ,SUMO,Uruguay,
MMB,RJCM,Japan,
MMC,MMDM,Mexico,
MMD,ROMD,Japan,
MME,EGNV,United Kingdom,
MMF,FKKF,Cameroon,
MMG,YMOG,Australia,Western Australia
MMJ,RJAF,Japan,
MMK,ULMM,Russia,
MMM,YMMU,Australia,Queensland
MMP,,Colombia,
MMQ,FLBA,Zambia,
MMV,KMMV,Papua New Guinea,
MMW,,Mozambique,
MMX,ESMS,Sweden,
MMY,ROMY,Japan,
MMZ,OAMN,Afghanistan,
MNA,WAMN,Indonesia,
MNC,,Mozambique,
MND,,Colombia,
MNE,YMUG,Australia,South Australia
MNG,YMGD,Australia,Northern Territory
MNH,,Sri Lanka,
MNI,,United Kingdom,Montserrat
MNJ,FMSM,Madagascar,
MNL,RPLL,Philippines,
MNQ,YMTO,Australia,Queensland
MNR,FLMG,Zambia,
MNS,FLMA,Zambia,
MNV,,Australia,Northern Territory
MNX,SBMY,Brazil,
MOA,MUMO,Cuba,
MOC,SBMK,Brazil,
MOF,WRKC,Indonesia,
MOJ,,Suriname,
MOL,ENML,Norway,
MOM,GQNL,Mauritania,
MON,NZGT,New Zealand,
MOO,YOOM,Australia,Queensland
MOQ,FMMV,Madagascar,
MOV,YMRB,Australia,Queensland
MOY,,Colombia,
MOZ,NTTM,France,French Polynesia
MPA,FAMP,Namibia,
MPC,WIPU,Indonesia,
MPD,OPMP,Pakistan,
MPF,,Papua New Guinea,
MPG,,Papua New Guinea,
MPH,RPWY,Philippines,
MPI,,Panama,
MPL,LFMT,France,
MPM,FQMA,Mozambique,
MPP,,Panama,
MPQ,,Jordan,
MPU,,Papua New Guinea,
MPW,UKCM,Ukraine,
MPX,,Papua New Guinea,
MPY,,France,French Guiana
MQA,YMDI,Australia,Northern Territory
MQC,LFVM,France,Saint Pierre and Miquelon
MQD,SAVQ,Argentina,
MQE,YMQA,Australia,Northern Territory
MQF,USCM,Russia,
MQG,,Namibia,
MQH,SBMC,Brazil,
MQK,SLTI,Bolivia,
MQL,YMIA,Australia,South Australia
MQM,LTCR,Turkey,
MQN,ENRA,Norway,
MQO,,Papua New Guinea,
MQP,FAKN,South Africa,
MQR,,Colombia,
MQS,TVSM,Saint Vincent and the Grenadines,
MQU,SKQU,Colombia,
MQX,HAMK,Ethiopia,
MQZ,YMGT,Australia,Western Australia
MRA,,Libya,
MRD,SVMD,Venezuela,
MRE,,Kenya,
MRG,YMBA,Australia,Queensland
MRH,,Papua New Guinea,
MRL,,Australia,Queensland
MRM,,Papua New Guinea,
MRO,NZMS,New Zealand,
MRP,YALA,Australia,South Australia
MRQ,RPUW,Philippines,
MRR,SEMA,Ecuador,
MRS,LFML,France,
MRT,,Australia,Northern Territory
MRU,FIMP,Mauritius,
MRV,URMM,Russia,
MRW,,Denmark,
MRX,OIAM,Iran,
MRZ,YMOR,Australia,Queensland
MSA,CZMD,Canada,Manitoba
MSF,,Australia,Northern Territory
MSH,OOMA,Oman,
MSI,,Indonesia,
MSJ,RJSM,Japan,
MSK,,Bahamas,
MSQ,UMMS,Belarus,
MSR,LTCK,Turkey,
MST,EHBK,Netherlands,
MSW,HHMS,Eritrea,
MSZ,FNMO,Angola,
MTA,,New Zealand,
MTB,SKML,Colombia,
MTD,YMSF,Australia,Northern Territory
MTE,SNMA,Brazil,
MTF,HAMT,Ethiopia,
MTG,,Brazil,
MTL,YMND,Australia,New South Wales
MTQ,YMIT,Australia,Queensland
MTR,SKMR,Colombia,
MTT,MMMT,Mexico,
MTU,,Mozambique,
MTY,MMMY,Mexico,
MTZ,LLMZ,Israel,
MUB,FBMN,Botswana,
MUC,EDDM,Germany,
MUD,,Mozambique,
MUF,,Indonesia,
MUG,MMMG,Mexico,
MUH,HEMM,Egypt,
MUJ,,Ethiopia,
MUN,SVMT,Venezuela,
MUQ,YMUC,Australia,Western Australia
MUR,WBGM,Malaysia,
MUS,,Japan,
MUX,OPMT,Pakistan,
MUZ,HTMU,Tanzania,
MVA,BIRL,Iceland,
MVB,FOON,Gabon,
MVD,SUMU,Uruguay,
MVF,SBMW,Brazil,
MVG,,Gabon,
MVH,,Australia,Queensland
MVK,YMUK,Australia,South Australia
MVP,SKMU,Colombia,
MVQ,UMOO,Belarus,
MVR,FKKL,Cameroon,
MVS,SNMU,Brazil,
MVT,NTGV,France,French Polynesia
MVU,,Australia,Northern Territory
MVV,,France,
MVX,FOGV,Gabon,
MVZ,FVMV,Zimbabwe,
MWB,,Australia,Western Australia
MWD,OPMI,Pakistan,
MWE,HSMR,Sudan,
MWG,,Papua New Guinea,
MWI,,Papua New Guinea,
MWJ,,Guyana,
MWK,WIOM,Indonesia,
MWN,HTMD,Tanzania,
MWP,,Nepal,
MWR,,South Africa,
MWT,,Australia,South Australia
MWU,,Papua New Guinea,
MWV,,Cambodia,
MWY,,Australia,South Australia
MWZ,HTMW,Tanzania,
MXB,WAWM,Indonesia,
MXD,YMWX,Australia,South Australia
MXH,AYMR,Papua New Guinea,
MXI,,Philippines,
MXJ,DNMN,Nigeria,
MXK,,Papua New Guinea,
MXL,MMML,Mexico,
MXM,FMSR,Madagascar,
MXN,LFRU,France,
MXP,LIMC,Italy,
MXR,,Ukraine,
MXT,FMMO,Madagascar,
MXU,YMWA,Australia,Western Australia
MXV,ZMMN,Mongolia,
MXW,ZMMG,Mongolia,
MXX,ESKM,Sweden,
MXZ,ZGMX,China,Fujian
MYA,YMRY,Australia,Australian Capital Territory
MYB,FOOY,Gabon,
MYC,SVBS,Venezuela,
MYD,HKML,Kenya,
MYE,RJTQ,Japan,
MYG,MYMM,Bahamas,
MYI,YMUI,Australia,Northern Territory
MYJ,RJOM,Japan,
MYM,SYMM,Guyana,
MYN,OYMB,Yemen,
MYO,,Australia,Northern Territory
MYQ,VOMY,India,
MYW,HTMT,Tanzania,
MYX,,Papua New Guinea,
MYY,WBGR,Malaysia,
MYZ,FWMY,Malawi,
MZB,FQMP,Mozambique,
MZC,FOOM,Gabon,
MZD,,Ecuador,
MZE,,Belize,
MZF,,South Africa,
MZH,LTAP,Turkey,
MZI,GAMB,Mali,
MZL,SKMZ,Colombia,
MZM,,France,
MZN,,Papua New Guinea,
MZO,MUMZ,Cuba,
MZP,,New Zealand,
MZQ,,South Africa,
MZR,OAMS,Afghanistan,
MZS,,Malaysia,
MZT,MMMZ,Mexico,
MZU,VEMZ,India,
MZV,WBFC,Malaysia,
MZX,,Ethiopia,
MZY,FAMO,South Africa,
NAA,YNBR,Australia,New South Wales
NAC,YNRC,Australia,South Australia
NAD,,Colombia,
NAE,,Benin,
NAF,,Indonesia,
NAG,VANP,India,
NAH,WAMH,Indonesia,
NAI,SYAN,Guyana,
NAJ,UBBN,Azerbaijan,
NAK,VTUQ,Thailand,
NAL,URMN,Russia,
NAM,WAPR,Indonesia,
NAO,ZUNC,China,Chongqing
NAP,LIRN,Italy,
NAQ,BGQQ,Denmark,Greenland
NAR,SKPN,Colombia,
NAS,MYNN,Bahamas,
NAT,SBNT,Brazil,
NAU,NTGN,France,French Polynesia
NAV,LTAZ,Turkey,
NAW,VTSC,Thailand,
NAY,ZBBB,China,Hebei
NBA,,Papua New Guinea,
NBB,,Colombia,
NBC,KNBC,Russia,
NBE,DTNZ,Tunisia,
NBH,YNHS,Australia,Queensland
NBL,MPWN,Panama,
NBO,HKJK,Kenya,
NBS,,China,Jilin
NBV,,Brazil,
NBW,MUGM,Cuba,
NBX,WABI,Indonesia,
NCA,MBNC,United Kingdom,Turks and Caicos Islands
NCE,LFMN,France,
NCG,,Mexico,
NCH,HTNA,Tanzania,
NCI,SKNC,Colombia,
NCJ,,Argentina,
NCL,EGNT,United Kingdom,
NCP,,Philippines,
NCR,MNSC,Nicaragua,
NCS,FANC,South Africa,
NCT,,Costa Rica,
NCU,UTNN,Uzbekistan,
NCY,LFLP,France,
NDA,,Indonesia,
NDB,GQPP,Mauritania,
NDC,VAND,India,
NDD,FNSU,Angola,
NDE,HKMA,Kenya,
NDF,,Angola,
NDG,ZYQQ,China,Heilongjiang
NDH,,China,Xinjiang
NDI,,Papua New Guinea,
NDL,FEFN,Central African Republic,
NDM,HAMN,Ethiopia,
NDN,,Papua New Guinea,
NDO,,Spain,
NDR,GMFN,Morocco,
NDS,YSAN,Australia,Western Australia
NDU,FYRU,Namibia,
NDY,EGES,United Kingdom,
NEC,,Argentina,
NEF,UWUF,Russia,
NEJ,HANJ,Ethiopia,
NEK,HANK,Ethiopia,
NER,UELL,Russia,
NET,,Bahamas,
NEU,VLSN,Laos,
NEV,TKPN,Saint Kitts and Nevis,
NFF,,China,Heilongjiang
NFG,USRN,Russia,
NFR,,Libya,
NGA,YYNG,Australia,Australian Capital Territory
NGB,ZSNB,China,Zhejiang
NGD,,United Kingdom,British Virgin Islands
NGE,FKKN,Cameroon,
NGK,,Russia,
NGL,FANG,South Africa,
NGN,,Panama,
NGO,RJGG,Japan,
NGQ,ZUAL,China,Tibet
NGR,,Papua New Guinea,
NGS,RJFU,Japan,
NGX,VNMA,Nepal,
NHD,,United Arab Emirates,
NHF,,Sudan,
NHS,OPNK,Pakistan,
NHT,EGWU,United Kingdom,Channel Islands
NHV,NTMD,France,French Polynesia
NIA,,Liberia,
NIF,YCNF,Australia,Western Australia
NIK,,Senegal,
NIM,DRRN,Niger,
NIS,,Papua New Guinea,
NIT,LFBN,France,
NIU,NTKN,France,French Polynesia
NIX,GANR,Mali,
NJA,RJTA,Japan,
NJC,USNN,Russia,
NJF,ORNI,Iraq,
NKA,,Gabon,
NKC,GQNN,Mauritania,
NKD,,Indonesia,
NKG,ZSNJ,China,Jiangsu
NKM,RJNA,Japan,
NKN,,Papua New Guinea,
NKO,,Madagascar,
NKS,,Cameroon,
NLA,FLND,Zambia,
NLD,MMNL,Mexico,
NLF,YDNI,Australia,Northern Territory
NLL,YNUL,Australia,Western Australia
NLP,FANS,South Africa,
NLS,YNIC,Australia,Northern Territory
NLT,ZWNL,China,Xinjiang
NLU,,Mexico,
NLV,UKON,Ukraine,
NMA,UTKN,Uzbekistan,
NMB,VADN,India,
NMC,MYEN,Bahamas,
NMG,,Panama,
NML,,Canada,Alberta
NMN,,Papua New Guinea,
NMP,,Australia,Queensland
NMR,YNAP,Australia,South Australia
NNA,GMMY,Morocco,
NND,,Mozambique,
NNG,ZGNN,China,Guangxi
NNI,FYNA,Namibia,
NNM,ULAM,Russia,
NNR,EICA,Ireland,
NNT,VTCN,Thailand,
NNU,SNNU,Brazil,
NNX,WRLF,Indonesia,
NNY,ZHNY,China,Henan
NOA,YSNW,Australia,New South Wales
NOB,MRNS,Costa Rica,
NOC,EIKN,Ireland,
NOD,,Germany,
NOG,,Mexico,
NOI,,Russia,
NOJ,USRO,Russia,
NOK,,Brazil,
NOM,,Papua New Guinea,
NOO,,Papua New Guinea,
NOP,,Turkey,
NOR,BINF,Iceland,
NOS,FMNN,Madagascar,
NOU,NWWW,France,New Caledonia
NOV,FNHU,Angola,
NOZ,UNWW,Russia,
NPE,NZNR,New Zealand,
NPG,,Papua New Guinea,
NPL,NZNP,New Zealand,
NPO,WIOG,Indonesia,
NPP,,Australia,Northern Territory
NPR,SJNP,Brazil,
NPU,,Colombia,
NQL,SWNQ,Brazil,
NQN,SAZN,Argentina,
NQT,EGBN,United Kingdom,Isle of Man
NQU,SKNQ,Colombia,
NQY,EGDG,United Kingdom,Channel Islands
NRA,YNAR,Australia,Australian Capital Territory
NRD,,Germany,
NRE,WAPG,Indonesia,
NRG,,Australia,Western Australia
NRK,ESSP,Sweden,
NRL,EGEN,United Kingdom,
NRM,GANK,Mali,
NRN,EDLV,Germany,
NRT,RJAA,Japan,
NRY,,Australia,Northern Territory
NSB,,Bahamas,
NSH,OINN,Iran,
NSI,FKYS,Cameroon,
NSK,UOOO,Russia,
NSM,YNSM,Australia,Western Australia
NSN,NZNS,New Zealand,
NSO,YSCO,Australia,New South Wales
NSP,,Philippines,
NST,VTSN,Thailand,
NSV,YNSH,Australia,Queensland
NSX,,United Kingdom,British Virgin Islands
NSY,LICZ,Italy,
NSZ,,China,Macau
NTB,ENNO,Norway,
NTC,,Mozambique,
NTE,LFRS,France,
NTG,,China,Shanghai
NTI,WASB,Indonesia,
NTL,YWLM,Australia,New South Wales
NTM,,Brazil,
NTN,YNTN,Australia,Northern Territory
NTQ,RJNW,Japan,
NTR,MMAN,Mexico,
NTX,WION,Indonesia,
NTY,FAPN,South Africa,
NUA,,Sri Lanka,
NUB,YNUM,Australia,Northern Territory
NUD,HSNH,Sudan,
NUE,EDDN,Germany,
NUF,,Sri Lanka,
NUG,,Papua New Guinea,
NUH,,Colombia,
NUJ,,Iran,
NUK,NTGW,France,French Polynesia
NUR,YNUB,Australia,South Australia
NUT,,Papua New Guinea,
NUU,HKNK,Kenya,
NUX,USMU,Russia,
NVA,SKNV,Colombia,
NVG,MNNG,Nicaragua,
NVI,UTSA,Uzbekistan,
NVK,ENNK,Norway,
NVP,SWNA,Brazil,
NVR,,Russia,
NVS,LFQG,France,
NVT,SBNF,Brazil,
NVY,,India,
NWI,EGSH,United Kingdom,Isle of Man
NWP,,Canada,Newfoundland and Labrador
NWT,,Papua New Guinea,
NWU,,United Kingdom,Bermuda
NYA,USHN,Russia,
NYE,HKNI,Kenya,
NYI,DGSN,Ghana,
NYK,HKNY,Kenya,
NYM,USMM,Russia,
NYN,YNYN,Australia,New South Wales
NYO,ESKN,Sweden,
NZA,FNZG,Angola,
NZE,GUNZ,Guinea,
NZH,,China,Inner Mongolia
OAA,,Afghanistan,
OAG,YORG,Australia,New South Wales
OAH,,Afghanistan,
OAI,OAIX,Afghanistan,
OAL,SSKW,Brazil,
OAM,NZOU,New Zealand,
OAN,,Honduras,
OAS,,Afghanistan,
OAX,MMOX,Mexico,
OAZ,OAZJ,Afghanistan,
OBA,,Australia,Northern Territory
OBD,,Indonesia,
OBF,EDMO,Germany,
OBI,SBTS,Brazil,
OBL,EBZR,Belgium,
OBM,,Papua New Guinea,
OBN,EGEO,United Kingdom,
OBO,RJCB,Japan,
OBS,LFHO,France,
OBX,,Papua New Guinea,
