codeIataAirport,County,Province/State,Country/Region,LatAirport,LongAirport
WYB,Wrangell,Alaska,US,55.916668,-131.83333
WYE,,,Sierra Leone,8.616667,-11.058889
WYN,,Northern Territory,Australia,-15.507222,128.1375
WYS,Fremont,Idaho,US,44.68667,-111.10472
WZY,,,Bahamas,25.0825,-77.327225
XAD,,Manitoba,Canada,58.755456,-94.112469
XAH,,,Denmark,56.1697,9.54508
XAJ,,,Denmark,57.58812,9.95922
XAK,,,Denmark,0.0,0.0
XAL,,,Mexico,27.016666,-108.933334
XAP,,,Brazil,-27.088612,-52.629723
XAQ,,,Denmark,0.0,0.0
XAR,,,Burkina Faso,14.233333,-0.866667
XAU,,French Guiana,France,3.616667,-53.2
XAW,,Diamond Princess,Canada,0.0,0.0
XAX,,New Brunswick,Canada,45.5088889,-73.5541667
XAY,,,Laos,18.666668,104.71667
XAZ,,Diamond Princess,Canada,0.0,0.0
XBB,,British Columbia,Canada,50.0,-123.0
XBE,,Ontario,Canada,53.95,-90.98333
XBG,,,Burkina Faso,12.983333,-0.133333
XBJ,,,Iran,32.89905,59.25499
XBL,,,Ethiopia,8.45,36.333332
XBN,,,Papua New Guinea,-9.633333,149.3
XBO,,,Burkina Faso,12.65,-0.566667
XBR,,New Brunswick,Canada,44.583332,-75.683334
XBW,,Ontario,Canada,42.65,-80.82
XCC,,,France,0.0,0.0
XCI,,New Brunswick,Canada,48.43339,-72.06583
XCL,,Saskatchewan,Canada,59.0,-107.0
XCM,,Ontario,Canada,42.4,-82.183334
XCN,,,Philippines,12.016667,120.2
XCO,,Victoria,Australia,-38.35,143.58333
XCR,,,France,48.767776,4.201111
XDB,,,France,50.62925,3.057256
XDD,,Prince Edward Island,Canada,48.902945,-64.478683
XDE,,,Burkina Faso,10.966667,-3.25
XDG,,Nova Scotia,Canada,44.648881,-63.575312
XDH,,Diamond Princess,Canada,0.0,0.0
XDJ,,,Burkina Faso,14.1,-1.633333
XDL,,Prince Edward Island,Canada,48.34935,-64.67926
XDM,,New Brunswick,Canada,45.88336,-72.48241
XDO,,Prince Edward Island,Canada,48.40026,-64.50108
XDP,,Prince Edward Island,Canada,46.115833,-64.803056
XDQ,,Ontario,Canada,42.987,-81.251
XDS,,New Brunswick,Canada,45.411572,-75.698194
XDU,,Diamond Princess,Canada,0.0,0.0
XDV,,Alberta,Canada,53.91848,-122.776584
XDW,,British Columbia,Canada,54.306145,-130.310882
XDX,,Ontario,Canada,42.9848,-82.36059
XDY,,Ontario,Canada,46.63,-80.8
XDZ,,Manitoba,Canada,53.97,-101.09
XEA,,British Columbia,Canada,49.261226,-123.1139268
XEC,,Ontario,Canada,42.28,-82.96
XED,,,France,0.0,0.0
XEE,,Diamond Princess,Canada,0.0,0.0
XEF,,Manitoba,Canada,49.886083,-97.152921
XEG,,New Brunswick,Canada,44.263565,-76.50336
XEH,,Diamond Princess,Canada,0.0,0.0
XEJ,,British Columbia,Canada,48.44963,-123.50261
XEK,,Diamond Princess,Canada,0.0,0.0
XEL,,New Brunswick,Canada,48.00956,-65.33621
XEM,,Diamond Princess,Canada,0.0,0.0
XEN,,Tianjin,China,40.733334,118.61667
XEO,,Greenland,Denmark,69.333336,-51.0
XEQ,,Greenland,Denmark,60.266666,-44.63333
XER,,,France,48.54,7.64
XES,Walworth,Wisconsin,US,42.627777,-88.428055
XET,,,Germany,49.0080848,8.4037563
XEU,,,United Arab Emirates,25.2644444,55.3116667
XEV,,,Sweden,59.3327881,18.0644881
XEW,,,Sweden,59.21721,17.937
XEX,,,France,48.833332,2.65
XEY,,Diamond Princess,Canada,0.0,0.0
XEZ,,,Sweden,59.2,17.6167
XFA,,,France,50.62925,3.057256
XFC,,New Brunswick,Canada,45.66043,-66.61387
XFD,,Diamond Princess,Canada,0.0,0.0
XFE,,Quebec,Canada,47.91684,-74.61587
XFF,,,France,50.95129,1.858686
XFG,,Prince Edward Island,Canada,48.48794,-64.29852
XFH,,,Sweden,0.0,0.0
XFI,,New Brunswick,Canada,48.16425,-64.97847
XFJ,,,Sweden,59.3664682,16.5084272
XFK,,Diamond Princess,Canada,0.0,0.0
XFL,,New Brunswick,Canada,46.56675,-72.74913
XFM,,Diamond Princess,Canada,0.0,0.0
XFN,,Hubei,China,32.151558,112.28627
XFO,,Ontario,Canada,48.66242,-78.68485
XFP,,,Sweden,55.61,13.004
XFQ,,Diamond Princess,Canada,0.0,0.0
XFR,,,Sweden,55.61,13.004
XFS,,Diamond Princess,Canada,0.0,0.0
XFU,,,Sweden,60.34269,17.51812
XFV,,Ontario,Canada,43.1334,-80.26636
XFW,,,Germany,52.535835,9.836945
XFY,,New Brunswick,Canada,46.8032826,-71.242796
XFZ,,New Brunswick,Canada,46.716667,-71.25
XGA,,,Burkina Faso,10.333333,-3.183333
XGB,,,France,49.016666,2.565278
XGC,,,Sweden,0.0,0.0
XGD,,,Norway,58.46151,8.77253
XGE,,New Brunswick,Canada,45.411572,-75.698194
XGG,,,Burkina Faso,14.433333,-0.233333
XGH,,,Norway,0.0,0.0
XGI,,,Norway,0.0,0.0
XGJ,,New Brunswick,Canada,43.95977,-78.16515
XGK,,Diamond Princess,Canada,0.0,0.0
XGL,,Manitoba,Canada,56.233334,-100.55
XGM,,Isle of Man,United Kingdom,52.91149,-0.64184
XGN,,,Angola,-16.75,14.972222
XGP,,,Norway,0.0,0.0
XGQ,,,Finland,68.41961,27.41475
XGR,,Quebec,Canada,58.5,-65.98333
XGS,,,Norway,0.0,0.0
XGU,,,Norway,59.83333,10.43721
XGW,,New Brunswick,Canada,44.33342,-76.16607
XGX,,,Finland,67.80509,24.79614
XGY,,Ontario,Canada,43.20011,-79.56631
XGZ,,,Austria,47.50311,9.7471
XHA,,,Finland,0.0,0.0
XHC,,,Finland,0.0,0.0
XHD,,,Finland,66.16342,29.12064
XHF,,,Norway,0.0,0.0
XHG,,New Brunswick,Canada,45.411572,-75.698194
XHH,Boulder,Colorado,US,40.0149856,-105.2705456
XHI,,,Germany,49.56798,10.88565
XHJ,,,Germany,50.7754385,6.0815102
XHK,,,France,44.933393,4.89236
XHL,,,Norway,0.0,0.0
XHM,,Diamond Princess,Canada,0.0,0.0
XHN,,,Belgium,50.63333,5.56666
XHO,,Xinjiang,China,0.0,0.0
XHP,,,France,48.856614,2.3522219
XHQ,,,Turkey,41.18222,41.81944
XHS,,Diamond Princess,Canada,0.0,0.0
XHT,,,Norway,0.0,0.0
XHU,,Isle of Man,United Kingdom,52.33049,-0.18651
XHV,,,Romania,0.0,0.0
XHW,,Northern Territory,Australia,-23.7002104,133.8806114
XHX,,South Australia,Australia,-34.9286212,138.5999594
XIA,,Ontario,Canada,43.5501,-80.24967
XIB,,Ontario,Canada,43.03339,-80.88302
XIC,,Sichuan,China,27.981922,102.187645
XID,,New Brunswick,Canada,45.28339,-74.84928
XIE,,,Laos,19.65,100.833336
XIF,,New Brunswick,Canada,44.25012,-76.94944
XIG,,,Brazil,-6.966667,-48.8
XII,,New Brunswick,Canada,44.71681,-75.51604
XIJ,,,Kuwait,0.0,0.0
XIK,,,Italy,45.463681,9.1881714
XIL,,Inner Mongolia,China,43.918762,115.95924
XIM,,Diamond Princess,Canada,0.0,0.0
XIN,,Hong Kong,China,24.0,116.0
XIO,,Diamond Princess,Canada,0.0,0.0
XIP,,Diamond Princess,Canada,0.0,0.0
XIQ,,Greenland,Denmark,69.0,-51.0
XIR,,,Germany,51.13,13.77
XIT,,,Germany,51.43,12.24
XIU,,,Germany,50.9737341,11.0224351
XIV,,,Spain,41.6529434,-4.7283811
XIX,,,Italy,45.4383278,10.9917623
XIY,,Shaanxi,China,34.441154,108.75605
XIZ,,,France,49.258329,4.031696
XJA,,,Norway,62.10766,10.63073
XJB,,,Spain,41.387917,2.1699187
XJC,,,Czechia,49.5953879,17.2518721
XJD,,,Qatar,25.11667,51.3
XJE,,,Denmark,55.23,9.26
XJF,,,Sweden,60.4856047,15.4363017
XJG,,Northern Territory,Australia,-12.4628198,130.8417694
XJH,,Hong Kong,China,22.2478599,114.2033843
XJI,,,Spain,38.9860963,-3.9272629
XJJ,,,Spain,38.9976516,-1.8600701
XJK,,,Lithuania,55.7108026,21.1318065
XJL,,New Brunswick,Canada,46.01677,-73.44915
XJN,,,Spain,41.6529434,-4.7283811
XJO,,,Spain,0.0,0.0
XJP,,,Czechia,50.0378281,15.7808335
XJQ,,Diamond Princess,Canada,0.0,0.0
XJR,,,Spain,0.0,0.0
XJS,,,Austria,0.0,0.0
XJT,,,France,47.394144,0.68484
XJU,,,Spain,0.0,0.0
XJV,,,Czechia,49.8412715,18.2902483
XJY,,,France,48.856614,2.3522219
XKA,,,Burkina Faso,12.483333,1.516667
XKB,,,Norway,59.66858,9.65017
XKC,,,Norway,66.0,12.5833
XKD,,,Norway,59.12478,11.38754
XKE,,,Norway,61.13484,11.36409
XKF,,,Norway,59.2181,10.9298
XKG,,,Norway,64.46543,12.31491
XKH,,,Laos,19.3,103.36667
XKI,,,Norway,0.0,0.0
XKJ,,,Norway,0.0,0.0
XKK,,,Norway,59.05328,10.03517
XKL,,,Malaysia,3.139003,101.686855
XKM,,,Norway,59.43403,10.65771
XKN,,,Norway,60.6,7.5
XKO,,British Columbia,Canada,53.566666,-127.933334
XKP,,,Norway,59.14054,9.6561
XKQ,,,Norway,59.28391,11.10962
XKR,,,Norway,58.150937,7.9961926
XKS,,Ontario,Canada,53.52,-88.64667
XKV,,Prince Edward Island,Canada,45.91875,-64.38455
XKW,,,Norway,0.0,0.0
XKY,,,Burkina Faso,13.083333,-1.083333
XKZ,,,Norway,61.59515,9.75232
XLB,,Manitoba,Canada,58.6,-101.46667
XLF,,Quebec,Canada,59.0,-69.0
XLJ,,New Brunswick,Canada,46.8032826,-71.242796
XLK,,New Brunswick,Canada,46.8032826,-71.242796
XLM,,New Brunswick,Canada,45.5088889,-73.5541667
XLO,,,Vietnam,10.333333,105.46667
XLP,,Diamond Princess,Canada,0.0,0.0
XLQ,,Ontario,Canada,43.653524,-79.3839069
XLS,,,Senegal,16.050278,-16.460278
XLU,,,Burkina Faso,11.1,-2.1
XLV,,Ontario,Canada,43.10012,-79.06627
XLW,,,Germany,53.166668,8.6
XLY,,Diamond Princess,Canada,0.0,0.0
XLZ,,Nova Scotia,Canada,45.36685,-63.26538
XMA,,,Philippines,7.766667,125.0
XMB,,,United Arab Emirates,7.45,-4.333333
XMC,,Australian Capital Territory,Australia,-37.6,149.71666
XMD,Lake,South Dakota,US,44.0,-97.11667
XMG,,,Nepal,28.966667,80.2
XMH,,French Polynesia,France,-14.43795,-146.07051
XMI,,,Tanzania,-10.716667,38.8
XML,,South Australia,Australia,-35.0,137.5
XMN,,Fujian,China,24.536882,118.1275
XMP,,Yukon,Canada,62.86667,-135.91667
XMS,,,Ecuador,-2.316667,-78.13333
XMY,,Northern Territory,Australia,-10.483333,142.45
XMZ,,Isle of Man,United Kingdom,53.26023,-2.12564
XNA,Benton,Arkansas,US,36.275257,-94.29711
XNB,,,United Arab Emirates,25.2644444,55.3116667
XNC,,,Italy,45.463681,9.1881714
XND,,,Norway,59.74389,10.20449
XNE,,Gibraltar,United Kingdom,0.0,0.0
XNG,,,Vietnam,15.113611,108.77583
XNM,,Isle of Man,United Kingdom,52.9551147,-1.1491718
XNN,,Gansu,China,36.525322,102.03754
XNO,,,United Kingdom,54.33901,-1.43243
XNR,,,Denmark,55.04434,9.41741
XNT,,Shanxi,China,37.1,114.5
XNU,,,Burkina Faso,12.733333,-3.866667
XNV,,Isle of Man,United Kingdom,52.52323,-1.46523
XNY,New York,New York,US,40.76,-74.003
XNZ,,,New Zealand,-36.8484597,174.7633315
XOA,,,Denmark,0.0,0.0
XOB,,,Norway,58.73536,5.64766
XOC,,,Spain,40.4166909,-3.7003454
XOD,,,Norway,0.0,0.0
XOF,,Channel Islands,United Kingdom,51.51,0.06
XOH,,,Austria,0.0,0.0
XOI,,,Austria,47.01257,10.29179
XOJ,,,Spain,37.8847267,-4.7791517
XOK,,Ontario,Canada,43.45011,-79.68292
XOL,,,Norway,0.0,0.0
XOM,,Victoria,Australia,-37.8131869,144.9629796
XON,,Diamond Princess,Canada,0.0,0.0
XOO,,,Austria,0.0,0.0
XOP,,,France,46.580224,0.340375
XOQ,,,Norway,58.42068,6.66218
XOR,,,Norway,61.7712,9.53529
XOU,,,Spain,0.0,0.0
XOV,,,Austria,0.0,0.0
XOW,,,Austria,48.71667,16.16667
XPA,,,Burkina Faso,11.25,0.7
XPB,,Diamond Princess,Canada,0.0,0.0
XPF,,,United Kingdom,54.66579,-2.75757
XPG,,,France,48.856614,2.3522219
XPH,,Diamond Princess,Canada,0.0,0.0
XPJ,,,France,43.610769,3.876716
XPK,,Manitoba,Canada,55.766666,-101.23333
XPL,,,Honduras,14.416667,-87.61667
XPN,,Ontario,Canada,43.68341,-79.76633
XPO,,Western Australia,Australia,-31.9522222,115.8588889
XPP,,Manitoba,Canada,53.0,-97.3
XPQ,,,Malaysia,0.0,0.0
XPR,Oglala Lakota,South Dakota,US,43.016666,-102.51667
XPT,,Gibraltar,United Kingdom,0.0,0.0
XPU,North Slope,Alaska,US,70.333336,-149.33333
XPW,,Channel Islands,United Kingdom,51.60928,-1.24214
XPX,,New Brunswick,Canada,45.65008,-73.49917
XPY,,,Finland,0.0,0.0
XPZ,,,France,43.283333,6.633333
XQA,,,Spain,37.38264,-5.9962951
XQB,,Channel Islands,United Kingdom,51.26249,-1.08708
XQD,,Channel Islands,United Kingdom,52.13459,-0.46632
XQE,,Channel Islands,United Kingdom,51.51,0.06
XQG,,Gibraltar,United Kingdom,0.0,0.0
XQH,,Isle of Man,United Kingdom,52.92277,-1.47663
XQI,,Isle of Man,United Kingdom,52.76667,-1.2
XQL,,Isle of Man,United Kingdom,54.06667,-2.83333
XQM,,Isle of Man,United Kingdom,52.4776,-0.92053
XQN,,Queensland,Australia,-27.4709331,153.0235024
XQP,,,Costa Rica,9.439146,-84.13335
XQS,,,Finland,64.13333,28.41667
XQT,,Isle of Man,United Kingdom,52.68154,-1.82549
XQU,,British Columbia,Canada,49.340153,-124.39587
XQW,,,United Kingdom,55.78924,-3.99187
XRA,,,Denmark,0.0,0.0
XRC,,Isle of Man,United Kingdom,53.34174,-2.73124
XRD,,,Norway,58.45133,5.9997
XRE,,Channel Islands,United Kingdom,51.45625,-0.97113
XRF,,,France,43.296482,5.36978
XRG,,Isle of Man,United Kingdom,52.7593,-1.93694
XRH,,New South Wales,Australia,-33.6,150.76889
XRJ,,,Italy,41.8905198,12.4942486
XRK,,,Russia,55.755786,37.617633
XRP,,Diamond Princess,Canada,0.0,0.0
XRR,,Yukon,Canada,61.983334,-132.45
XRU,,Isle of Man,United Kingdom,52.37092,-1.26417
XRY,,,Spain,36.750614,-6.064535
XSC,,Turks and Caicos Islands,United Kingdom,21.515833,-71.529724
XSD,Esmeralda,Nevada,US,38.033333,-117.23333
XSE,,,Burkina Faso,13.433333,0.533333
XSH,,,France,47.394144,0.68484
XSI,,Manitoba,Canada,56.8,-98.916664
XSM,St. Mary's,Maryland,US,38.283333,-76.63333
XSO,,,Philippines,7.7,122.15
XSP,,,Singapore,1.366667,103.96667
XSR,,Channel Islands,United Kingdom,51.06931,-1.79569
XTG,,South Australia,Australia,-27.966667,143.76666
XTI,,,Spain,40.4166909,-3.7003454
XTJ,,,Spain,39.8581,-4.02263
XTK,,,United Kingdom,54.23298,-1.34411
XTL,,Manitoba,Canada,58.716667,-98.48333
XTO,,Queensland,Australia,-25.433332,149.8
XTP,,,Finland,61.4978555,23.7596328
XTR,,Queensland,Australia,-27.283333,150.46666
XTT,,,France,48.856614,2.3522219
XTY,,Ontario,Canada,42.9551,-81.62232
XUA,,,Spain,42.1401024,-0.408898
XUB,,,Norway,0.0,0.0
XUC,,,Norway,60.88191,11.56231
XUE,,,Norway,0.0,0.0
XUF,,,Spain,37.60512,-0.98623
XUG,,,Norway,-19.05,23.066668
XUH,,,Norway,63.74644,11.29963
XUI,,,Norway,59.90994,10.63545
XUJ,,,Norway,60.93333,10.7
XUL,,,Norway,60.56809,9.10274
XUM,,,Norway,0.0,0.0
XUN,Blaine,Idaho,US,43.6971294,-114.3517172
XUO,,,Norway,0.0,0.0
XUQ,,,Norway,61.51667,10.16667
XUR,,,Norway,59.38613,10.41078
XUS,,,Norway,58.33313,7.21252
XUT,,,Spain,37.9834449,-1.1298897
XUU,,,Norway,0.0,0.0
XUV,,,Norway,0.0,0.0
XUW,,,Norway,0.0,0.0
XUX,,,Norway,60.4983,8.04271
XUZ,,Jiangsu,China,34.052925,117.55408
XVA,,Isle of Man,United Kingdom,53.40979,-2.15761
XVB,,Isle of Man,United Kingdom,52.80521,-2.11636
XVC,,Isle of Man,United Kingdom,53.09787,-2.44161
XVG,,Bermuda,United Kingdom,47.05164,-94.24
XVH,,Isle of Man,United Kingdom,52.57364,-0.24777
XVJ,,Channel Islands,United Kingdom,51.90224,-0.20256
XVK,,,Norway,0.0,0.0
XVL,,,Vietnam,10.25,105.95
XVM,,,Finland,64.11667,28.25
XVQ,,,Italy,45.4343363,12.3387844
XVU,,,United Kingdom,54.51,-1.43
XVV,,Diamond Princess,Canada,0.0,0.0
XVW,,Isle of Man,United Kingdom,52.58547,-2.12296
XVX,,,Denmark,0.0,0.0
XVY,,,Italy,45.4343363,12.3387844
XWA,,Newfoundland and Labrador,Canada,48.838,3.015
XWB,,,United Kingdom,56.11903,-3.93682
XWC,,,Austria,48.2081743,16.3738189
XWD,,Isle of Man,United Kingdom,53.68331,-1.49768
XWE,,Isle of Man,United Kingdom,52.30273,-0.69446
XWF,,,Sweden,60.4856047,15.4363017
XWG,,,France,48.583148,7.747882
XWH,,Isle of Man,United Kingdom,53.00415,-2.18538
XWI,,Isle of Man,United Kingdom,53.53333,-2.61667
XWK,,,Sweden,56.27,15.27
XWL,,,Sweden,57.6969943,11.9865
XWM,,,Sweden,59.0657,15.11174
XWN,,Gibraltar,United Kingdom,0.0,0.0
XWO,,Channel Islands,United Kingdom,51.31903,-0.55893
XWP,,,Sweden,56.2167,13.7333
XWQ,,,Sweden,0.0,0.0
XWR,,,Sweden,59.273755,15.2075395
XWS,,Channel Islands,United Kingdom,51.9333,-2.1
XWT,,,Austria,48.2081743,16.3738189
XWV,,,Sweden,0.0,0.0
XWW,,,Austria,48.2081743,16.3738189
XWX,,,Sweden,0.0,0.0
XWY,,Ontario,Canada,42.95008,-82.11651
XWZ,,,Sweden,58.7531378,17.0085329
XXA,,,Sweden,0.0,0.0
XXC,,,Norway,0.0,0.0
XXD,,,Sweden,0.0,0.0
XXE,,,Norway,58.26936,7.97413
XXG,,,Norway,63.79332,11.4817
XXI,,,Sweden,0.0,0.0
XXJ,,,Hungary,47.4984056,19.0407578
XXK,,,Sweden,58.995917,16.2061774
XXL,,,Norway,61.11514,10.46628
XXM,,,Sweden,0.0,0.0
XXO,,,Sweden,60.73387,15.00316
XXQ,,,Hungary,47.4984056,19.0407578
XXR,,,Norway,0.0,0.0
XXT,,,Sweden,59.39387,15.83882
XXU,,,Sweden,60.2833,15.9833
XXV,,,Sweden,0.0,0.0
XXY,,,Sweden,56.27,15.27
XXZ,,,Sweden,62.3908358,17.3069157
XYB,,,Sweden,60.4856047,15.4363017
XYC,,,Sweden,58.0186,13.1014
XYD,,,France,46.24,5.15
XYE,,,Burma,15.25,97.85
XYF,,,Sweden,0.0,0.0
XYG,,,Czechia,50.0878114,14.4204598
XYH,,,Sweden,56.2432,12.8615092
XYI,,,Sweden,0.0,0.0
XYJ,,,Czechia,50.0878114,14.4204598
XYK,,,Sweden,58.5947017,16.1836073
XYL,,,France,45.764043,4.835659
XYM,,,Sweden,49.65,22.75
XYN,,,Sweden,56.0,14.15
XYO,,,Sweden,49.0,8.66667
XYP,,,Sweden,60.14545,16.16785
XYQ,,,Sweden,56.2432,12.8615092
XYR,,,Papua New Guinea,-3.883333,141.78334
XYS,,New South Wales,Australia,-33.8689009,151.2070914
XYU,,,Sweden,56.0667,14.6167
XYX,,,Sweden,45.4706,19.7058
XYY,,,Sweden,59.65528,12.58518
XYZ,,,Sweden,62.3908358,17.3069157
XZA,,,Burkina Faso,11.133333,-1.0
XZB,,New Brunswick,Canada,45.3168,-75.0826
XZC,,Diamond Princess,Canada,0.0,0.0
XZD,,,Norway,60.1875,12.001667
XZF,,,Saudi Arabia,21.5169,39.2192
XZI,,,France,49.119666,6.176905
XZK,,Diamond Princess,Canada,0.0,0.0
XZL,,Alberta,Canada,53.548,-113.49
XZM,,Macau,China,22.1638446,113.5549937
XZN,,,France,43.949317,4.805528
XZO,,,Norway,59.9138688,10.7522454
XZT,,,Norway,63.4305149,10.3950528
XZV,,,France,43.120541,6.128639
XZZ,,,Spain,0.0,0.0
YAA,,British Columbia,Canada,52.45,-125.3
YAB,,Northwest Territories,Canada,73.03333,-85.183334
YAC,,Ontario,Canada,51.716667,-91.816666
YAE,,British Columbia,Canada,50.166668,-123.0
YAF,,New Brunswick,Canada,45.766666,-71.95
YAG,,Ontario,Canada,48.65278,-93.44722
YAH,,Quebec,Canada,53.75,-73.65
YAI,,,Chile,-36.6,-72.11667
YAJ,,British Columbia,Canada,48.8,-123.2
YAK,Yakutat,Alaska,US,59.509167,-139.65973
YAL,,British Columbia,Canada,50.583332,-126.916664
YAM,,Ontario,Canada,46.485302,-84.49995
YAN,,,Congo (Kinshasa),0.783333,24.4
YAO,,,Cameroon,3.833611,11.523611
YAQ,,British Columbia,Canada,48.816666,-123.61667
YAR,,Quebec,Canada,53.55,-76.2
YAS,,,Fiji,-16.783333,177.51666
YAT,,Ontario,Canada,52.941666,-82.4
YAU,,Quebec,Canada,61.662777,-73.31694
YAV,,British Columbia,Canada,48.86667,-123.3
YAW,,Nova Scotia,Canada,44.86667,-63.61667
YAX,,Ontario,Canada,53.251945,-89.565
YAY,,Newfoundland and Labrador,Canada,51.36667,-55.583332
YAZ,,British Columbia,Canada,49.076942,-125.77639
YBA,,Alberta,Canada,51.166668,-115.566666
YBB,,Northwest Territories,Canada,68.88333,-89.85
YBC,,New Brunswick,Canada,49.2,-68.26667
YBD,,British Columbia,Canada,49.216667,-122.9
YBE,,Saskatchewan,Canada,59.566666,-108.48333
YBF,,British Columbia,Canada,48.833332,-125.13333
YBG,,New Brunswick,Canada,48.322224,-70.98861
YBH,,British Columbia,Canada,50.9,-127.916664
YBI,,Newfoundland and Labrador,Canada,53.45,-55.733334
YBJ,,Prince Edward Island,Canada,50.5,-62.916668
YBK,,Manitoba,Canada,64.3,-96.083336
YBL,,British Columbia,Canada,49.951725,-125.26813
YBN,,Prince Edward Island,Canada,46.3,-63.783333
YBO,,Yukon,Canada,56.966667,-130.25
YBP,,Sichuan,China,28.797659,104.54395
YBQ,,British Columbia,Canada,48.983334,-123.65
YBR,,Manitoba,Canada,49.9,-99.95
YBS,,Ontario,Canada,52.606667,-90.376945
YBT,,Manitoba,Canada,57.88333,-101.666664
YBV,,Manitoba,Canada,52.355556,-97.01667
YBW,,British Columbia,Canada,48.75,-123.23333
YBX,,Newfoundland and Labrador,Canada,51.433334,-57.216667
YBY,,Saskatchewan,Canada,54.266666,-110.73333
YBZ,,Ontario,Canada,43.653524,-79.3839069
YCA,,British Columbia,Canada,49.683334,-124.98333
YCB,,Northwest Territories,Canada,69.1,-105.13333
YCC,,New Brunswick,Canada,45.1,-74.566666
YCD,,British Columbia,Canada,49.05,-123.86667
YCE,,Ontario,Canada,43.283333,-81.48333
YCF,,British Columbia,Canada,50.066666,-124.933334
YCG,,British Columbia,Canada,49.295555,-117.632225
YCH,,New Brunswick,Canada,47.014008,-65.44744
YCI,,Northwest Territories,Canada,61.916668,-113.25
YCJ,,British Columbia,Canada,51.933334,-131.01666
YCL,,New Brunswick,Canada,47.983334,-66.333336
YCM,,Ontario,Canada,43.2,-79.166664
YCN,,Ontario,Canada,49.066666,-81.01667
YCO,,Northwest Territories,Canada,67.833336,-115.083336
YCP,,Manitoba,Canada,57.066666,-102.03333
YCQ,,Alberta,Canada,55.683334,-121.63333
YCR,,Manitoba,Canada,54.63333,-97.8
YCS,,Manitoba,Canada,63.333332,-90.71667
YCT,,Saskatchewan,Canada,52.1,-111.416664
YCU,,Shaanxi,China,35.018,110.993
YCW,,British Columbia,Canada,49.166668,-121.9
YCX,,New Brunswick,Canada,45.766666,-66.166664
YCY,,Quebec,Canada,70.416664,-68.5
YCZ,,Alberta,Canada,50.331944,-115.87361
YDA,,Yukon,Canada,64.041664,-139.12083
YDB,,Yukon,Canada,61.35,-139.01666
YDC,,Alberta,Canada,53.2,-114.96667
YDF,,Newfoundland and Labrador,Canada,49.21027,-57.399727
YDG,,Nova Scotia,Canada,44.61667,-65.76667
YDH,,Newfoundland and Labrador,Canada,50.216667,-57.583332
YDI,,Newfoundland and Labrador,Canada,55.933334,-60.95
YDJ,,Manitoba,Canada,58.660557,-102.539444
YDK,,New Brunswick,Canada,43.933334,-76.61667
YDL,,Yukon,Canada,58.583332,-130.03334
YDN,,Manitoba,Canada,51.1,-100.05
YDO,,Quebec,Canada,48.86667,-72.23333
YDP,,Newfoundland and Labrador,Canada,56.533333,-61.666668
YDQ,,Alberta,Canada,55.733334,-120.183334
YDR,,Saskatchewan,Canada,50.36667,-102.583336
YDS,,British Columbia,Canada,49.965996,-124.72931
YDT,,British Columbia,Canada,49.183334,-123.183334
YDU,,Manitoba,Canada,60.29028,-102.503334
YDV,,Manitoba,Canada,51.75,-96.73333
YDW,,Manitoba,Canada,60.323055,-103.13306
YDX,,British Columbia,Canada,52.05,-128.08333
YEB,,Ontario,Canada,46.4178,-84.0933
YEC,,,"Korea, South",36.625,128.355
YED,,Alberta,Canada,53.5,-113.5
YEG,,Alberta,Canada,53.307377,-113.584045
YEI,,,Turkey,40.233334,29.55
YEK,,Manitoba,Canada,61.11667,-94.05
YEL,,Ontario,Canada,46.352222,-82.56306
YEM,,Ontario,Canada,45.842777,-81.858055
YEN,,Saskatchewan,Canada,49.166668,-102.98333
YEO,,Channel Islands,United Kingdom,51.016666,-2.55
YEP,,British Columbia,Canada,49.38333,-126.53333
YEQ,,,Papua New Guinea,-5.1,143.91667
YER,,Ontario,Canada,56.033333,-87.833336
YES,,,Iran,30.699774,51.55276
YET,,Alberta,Canada,53.583332,-116.46667
YEU,,Northwest Territories,Canada,80.0,-85.933334
YEV,,Yukon,Canada,68.30665,-133.49767
YEY,,Ontario,Canada,48.552223,-78.25
YFA,,Ontario,Canada,52.24167,-81.59167
YFB,,Quebec,Canada,63.75175,-68.53658
YFC,,New Brunswick,Canada,45.87316,-66.52978
YFE,,New Brunswick,Canada,48.75,-69.066666
YFG,,Quebec,Canada,54.55,-71.183334
YFH,,Ontario,Canada,51.559345,-87.89796
YFI,,Diamond Princess,Canada,0.0,0.0
YFJ,,Northwest Territories,Canada,64.19056,-114.075554
YFL,,Northwest Territories,Canada,62.7,-109.13333
YFO,,Manitoba,Canada,54.683334,-101.683334
YFR,,Northwest Territories,Canada,61.183334,-113.683334
YFS,,Northwest Territories,Canada,61.75,-121.23333
YFT,,Macau,China,-18.178333,125.55417
YFX,,Newfoundland and Labrador,Canada,52.36667,-55.683334
YGB,,British Columbia,Canada,49.7,-124.53333
YGC,,Alberta,Canada,53.916668,-118.86667
YGE,,British Columbia,Canada,50.083332,-124.95
YGG,,British Columbia,Canada,48.85,-123.5
YGH,,Northwest Territories,Canada,66.26667,-128.65
YGJ,,,Japan,35.500652,133.24448
YGK,,New Brunswick,Canada,44.219513,-76.59366
YGL,,Quebec,Canada,53.629723,-77.70639
YGM,,Manitoba,Canada,50.666668,-97.0
YGN,,British Columbia,Canada,50.85,-126.85
YGO,,Manitoba,Canada,54.55,-94.48333
YGP,,Prince Edward Island,Canada,48.766666,-64.48333
