codeIataAirport,County,Province/State,Country/Region,LatAirport,LongAirport
EST,Emmet,Iowa,US,43.4,-94.833336
ESU,,,Morocco,31.3975,-9.681667
ESW,Kittitas,Washington,US,47.233334,-121.183334
ETB,Washington,Wisconsin,US,43.416668,-88.183334
ETD,,South Australia,Australia,-27.5,138.0
ETE,,,Ethiopia,12.933333,36.166668
ETH,,,Israel,29.555616,34.95357
ETN,Eastland,Texas,US,32.38333,-98.833336
ETR,,,Ecuador,-3.452222,-79.96167
ETS,Coffee,Alabama,US,31.316668,-85.85
ETZ,,,France,48.98165,6.243003
EUC,,South Australia,Australia,-31.716667,128.86667
EUE,Eureka,Nevada,US,39.5,-115.916664
EUF,Quitman,Georgia,US,31.9,-85.15
EUG,Lane,Oregon,US,44.119198,-123.21197
EUM,,,Germany,54.066666,9.966667
EUN,,,Morocco,27.133333,-13.216667
EUO,,,Colombia,4.38,-73.2
EUQ,,,Philippines,10.775,121.941666
EUX,,"Bonaire, Sint Eustatius and Saba",Netherlands,17.493055,-62.97778
EVD,,Northern Territory,Australia,-18.016666,134.86667
EVE,,,Norway,68.496666,16.679722
EVG,,,Sweden,62.033333,14.35
EVH,,Queensland,Australia,-29.1,153.41667
EVM,St. Louis,Minnesota,US,47.426388,-92.495834
EVN,,,Armenia,40.15272,44.39805
EVV,Vanderburgh,Indiana,US,38.046165,-87.52796
EVW,Uinta,Wyoming,US,41.266666,-110.96667
EVX,,,France,49.016666,1.15
EWB,Bristol,Massachusetts,US,41.676945,-70.95917
EWD,Aleutians East,Alaska,US,56.45639,-159.76222
EWE,,,Indonesia,-5.483333,138.08333
EWI,,,Indonesia,-3.966667,136.33333
EWK,Harvey,Kansas,US,38.033333,-97.36667
EWN,Craven,North Carolina,US,35.078342,-77.03462
EWO,,,Congo (Brazzaville),-0.883333,14.8
EWR,Hudson,New Jersey,US,40.68907,-74.17876
EXI,Hoonah-Angoon,Alaska,US,58.420834,-135.44722
EXM,,Western Australia,Australia,-22.25,114.25
EXT,,Channel Islands,United Kingdom,50.73111,-3.410968
EYK,,,Russia,63.696682,66.70121
EYL,,,Mali,15.133333,-10.566667
EYP,,,Colombia,5.320729,-72.386284
EYR,Lyon,Nevada,US,39.0,-119.25
EYS,,,Kenya,3.25,35.966667
EYW,Monroe,Florida,US,24.553574,-81.75501
EZE,,,Argentina,-34.81273,-58.539833
EZS,,,Turkey,38.608334,39.291668
EZV,,,Russia,63.924583,65.04485
FAA,,,Guinea,10.033333,-10.75
FAB,,Channel Islands,United Kingdom,51.283333,-0.766667
FAC,,French Polynesia,France,-16.683332,-145.33333
FAE,,Faroe Islands,Denmark,62.066666,-7.266667
FAF,York,Virginia,US,37.166668,-76.6
FAG,,,Iceland,63.88333,-16.65
FAH,,,Afghanistan,32.36667,62.11667
FAI,Fairbanks North Star,Alaska,US,64.818214,-147.8668
FAJ,,Puerto Rico,US,18.338888,-65.50222
FAK,Sitka,Alaska,US,57.530556,-135.21666
FAM,St. Francois,Missouri,US,37.780834,-90.42167
FAO,,,Portugal,37.020645,-7.968545
FAQ,,,Papua New Guinea,-4.616667,141.95833
FAR,Clay,Minnesota,US,46.91953,-96.82551
FAS,,,Iceland,64.95,-14.016667
FAT,Fresno,California,US,36.769623,-119.72024
FAU,,,Oman,22.3506,56.4864
FAV,,French Polynesia,France,-16.053486,-145.65225
FAY,Cumberland,North Carolina,US,34.99132,-78.88722
FAZ,,,Iran,28.933332,53.7
FBA,,,Brazil,-2.531212,-66.08454
FBD,,,Afghanistan,37.1,70.566666
FBE,,,Brazil,-26.083332,-53.066666
FBG,Cumberland,North Carolina,US,35.166668,-79.01667
FBK,Fairbanks North Star,Alaska,US,64.833336,-147.7
FBL,Rice,Minnesota,US,44.3,-93.26667
FBM,,,Congo (Kinshasa),-11.590833,27.529167
FBR,Uinta,Wyoming,US,41.316666,-110.38333
FBS,San Juan,Washington,US,48.54361,-123.00611
FBY,Jefferson,Nebraska,US,40.13333,-97.183334
FCA,Flathead,Montana,US,48.307304,-114.25315
FCB,,,South Africa,-28.825,27.908333
FCH,Fresno,California,US,36.733334,-119.78333
FCM,Ramsey,Minnesota,US,44.983334,-93.26667
FCN,,,Germany,53.783054,8.666667
FCO,,,Italy,41.794594,12.250346
FCS,El Paso,Colorado,US,38.833332,-104.816666
FCT,Yakima,Washington,US,46.6,-120.51667
FCY,St. Francis,Arkansas,US,34.95,-90.76667
FDE,,,Norway,61.39178,5.762073
FDF,,Martinique,France,14.596061,-60.999947
FDH,,,Germany,47.672775,9.523482
FDK,Frederick,Maryland,US,39.416668,-77.416664
FDR,Tillman,Oklahoma,US,34.38333,-99.01667
FDU,,,Congo (Kinshasa),-3.305556,17.383333
FDY,Paulding,Ohio,US,41.033333,-84.53333
FEA,,,United Kingdom,60.583332,-0.966667
FEB,,,Nepal,29.233334,81.21667
FEC,,,Brazil,-12.2025,-38.906113
FEG,,,Uzbekistan,40.350277,71.73361
FEK,,,Cote d'Ivoire,9.6,-5.2
FEL,,,Germany,48.2,11.266667
FEN,,,Brazil,-3.85,-32.416668
FEP,Stephenson,Illinois,US,42.283333,-89.6
FES,,,Spain,36.466667,-6.183333
FET,Dodge,Nebraska,US,41.433334,-96.5
FEW,Laramie,Wyoming,US,41.13333,-104.816666
FEZ,,,Morocco,33.93079,-4.982138
FFA,Dare,North Carolina,US,36.016666,-75.666664
FFD,,Channel Islands,United Kingdom,51.733334,-1.783333
FFL,Jefferson,Iowa,US,40.933334,-91.95
FFM,Otter Tail,Minnesota,US,46.283333,-96.066666
FFO,Montgomery,Ohio,US,39.75,-84.2
FFT,Franklin,Kentucky,US,38.18222,-84.905
FFU,,,Chile,-43.2,-71.816666
FGD,,,Mauritania,22.675,-12.731944
FGL,,,New Zealand,-43.466667,170.01666
FGR,,,Spain,36.533333,-4.633333
FGU,,French Polynesia,France,-16.05,-141.83333
FHU,Santa Cruz,Arizona,US,31.588888,-110.343056
FHZ,,French Polynesia,France,-15.99095,-140.16446
FIC,Ketchikan Gateway,Alaska,US,55.77778,-131.5375
FID,New London,Connecticut,US,41.0,-72.0
FIE,,,United Kingdom,59.5,-1.666667
FIG,,,Guinea,10.35,-13.566667
FIH,,,Congo (Kinshasa),-4.389588,15.447338
FIK,,South Australia,Australia,-25.566668,134.58333
FIL,Sevier,Utah,US,38.958332,-112.3625
FIN,,,Papua New Guinea,-6.6275,147.86389
FIV,Petersburg,Alaska,US,57.266666,-133.63333
FIZ,,Northern Territory,Australia,-18.178333,125.55417
FJR,,,United Arab Emirates,25.109444,56.330555
FKB,,,Germany,48.781033,8.089752
FKI,,,Congo (Kinshasa),0.516667,25.2
FKJ,,,Japan,36.13972,136.22667
FKL,Venango,Pennsylvania,US,41.379166,-79.85972
FKN,Franklin City,Virginia,US,36.683334,-76.933334
FKQ,,,Indonesia,-2.916667,132.3
FKS,,,Japan,37.226665,140.43279
FLA,,,Colombia,1.588889,-75.55889
FLB,,,Brazil,-6.8,-43.033333
FLC,,Victoria,Australia,-36.833332,143.28334
FLD,Fond du Lac,Wisconsin,US,43.771667,-88.48444
FLF,,,Germany,54.77222,9.383333
FLG,Coconino,Arizona,US,35.13778,-111.67167
FLH,,,United Kingdom,58.5,-3.0
FLI,,,Iceland,65.98333,-23.7
FLJ,Anchorage,Alaska,US,60.0325,-148.00833
FLL,Broward,Florida,US,26.071491,-80.144905
FLM,,,Paraguay,-22.35,-60.033333
FLN,,,Brazil,-27.664446,-48.5452
FLO,Florence,South Carolina,US,34.18889,-79.72444
FLP,Marion,Arkansas,US,36.3,-92.583336
FLR,,,Italy,43.802128,11.201989
FLS,,Tasmania,Australia,-40.095,147.99667
FLT,Bethel,Alaska,US,62.454166,-157.98666
FLV,Platte,Missouri,US,39.36667,-94.916664
FLW,,,Portugal,39.466667,-31.15
FLX,Churchill,Nevada,US,39.466667,-118.78333
FLY,,Victoria,Australia,-35.65,145.58333
FMA,,,Argentina,-26.212778,-58.235
FMC,Yukon-Koyukuk,Alaska,US,66.916664,-149.84166
FME,Howard,Maryland,US,39.103863,-76.84414
FMG,,,Costa Rica,10.416667,-85.78333
FMH,Barnstable,Massachusetts,US,41.666668,-70.55
FMI,,,Congo (Kinshasa),-5.878333,29.245277
FMM,,,Germany,47.98861,10.239444
FMN,San Juan,New Mexico,US,36.74111,-108.229164
FMO,,,Germany,52.130054,7.694928
FMS,Lee,Iowa,US,40.65889,-91.3275
FMU,Lincoln,Oregon,US,43.98526,-124.11047
FMY,Lee,Florida,US,26.583332,-81.86667
FNA,,,Sierra Leone,8.6175,-13.196944
FNB,,,Germany,53.60278,13.307222
FNC,,,Portugal,32.693123,-16.775635
FNE,,,Papua New Guinea,-8.6,147.23334
FNG,,,Burkina Faso,12.066667,0.35
FNH,,,Ethiopia,9.583333,37.433334
FNI,,,France,43.75,4.416667
FNK,North Slope,Alaska,US,69.5,-147.58333
FNL,Larimer,Colorado,US,40.583332,-105.083336
FNR,Juneau,Alaska,US,58.333332,-134.58333
FNT,Genesee,Michigan,US,42.973812,-83.73891
FNU,,,Italy,39.90306,8.59194
FOA,,,United Kingdom,60.166668,-2.083333
FOB,Mendocino,California,US,39.474445,-123.79444
FOC,,Fujian,China,25.93123,119.66923
FOD,Webster,Iowa,US,42.5525,-94.18972
FOE,Shawnee,Kansas,US,38.9525,-95.6625
FOG,,,Italy,41.43399,15.544367
FOI,,,Italy,41.4622919,15.5447458
FOK,Suffolk,New York,US,40.833332,-72.666664
FOM,,,Cameroon,5.75,10.833333
FON,,,Costa Rica,10.4,-84.48333
FOO,,,Indonesia,-1.05,134.9
FOR,,,Brazil,-3.779073,-38.540836
FOS,,South Australia,Australia,-30.816668,128.05
FOT,,New South Wales,Australia,-32.183334,151.51666
FOU,,,Gabon,-1.2,10.783333
FOX,Fairbanks North Star,Alaska,US,64.0,-147.0
FOY,,,Liberia,8.366667,-10.216667
FPO,,,Bahamas,26.547293,-78.7052
FPR,St. Lucie,Florida,US,27.45,-80.333336
FPY,Taylor,Florida,US,30.116667,-83.583336
FRA,,,Germany,50.050735,8.570773
FRB,,Australian Capital Territory,Australia,-33.4,148.05
FRC,,,Brazil,-20.551945,-47.4375
FRD,San Juan,Washington,US,48.524807,-123.0265
FRG,Nassau,New York,US,40.733334,-73.416664
FRH,Orange,Indiana,US,38.55,-86.61667
FRI,Geary,Kansas,US,39.083332,-96.78333
FRK,,,Seychelles,-4.583333,55.966667
FRL,,,Italy,44.19857,12.07076
FRM,Martin,Minnesota,US,43.64722,-94.423615
FRN,Anchorage,Alaska,US,61.25,-149.68333
FRO,,,Norway,61.58643,5.024577
FRP,Hoonah-Angoon,Alaska,US,57.845833,-135.025
FRQ,,,Papua New Guinea,-5.416667,141.7
FRR,Warren,Virginia,US,38.916668,-78.2
FRS,,,Guatemala,16.916668,-89.88333
FRT,,,Chile,-41.125,-73.06528
FRU,,,Kyrgyzstan,43.05358,74.46945
FRW,,,Botswana,-21.16,27.4825
FRY,Carroll,New Hampshire,US,44.016666,-70.98333
FRZ,,,Germany,51.11667,9.266667
FSA,,Guangdong,China,23.021548,113.121416
FSC,,,France,41.498634,9.098223
FSD,Minnehaha,South Dakota,US,43.580296,-96.73115
FSI,Comanche,Oklahoma,US,34.650723,-98.419975
FSK,Bourbon,Kansas,US,37.833332,-94.7
FSL,,Northern Territory,Australia,-18.2,125.8
FSM,Sebastian,Arkansas,US,35.34124,-94.3589
FSP,,Saint Pierre and Miquelon,France,46.916668,-56.166668
FSS,,,United Kingdom,57.65,-3.566667
FST,Pecos,Texas,US,30.893888,-102.87889
FSU,De Baca,New Mexico,US,34.466667,-104.25
FSZ,,,Japan,34.796112,138.18944
FTE,,,Argentina,-50.284225,-72.053696
FTI,,American Samoa,US,-14.216667,-169.45
FTK,Hardin,Kentucky,US,37.9,-85.95
FTL,Kusilvak,Alaska,US,61.88333,-162.08333
FTU,,,Madagascar,-25.038055,46.955555
FTW,Tarrant,Texas,US,32.75,-97.333336
FTX,,,Congo (Brazzaville),-0.983333,16.008333
FTY,Fulton,Georgia,US,33.783333,-84.51667
FUB,,,Papua New Guinea,-6.066667,150.65
FUE,,,Spain,28.450605,-13.869893
FUG,,Anhui,China,32.86667,115.7
FUJ,,,Japan,32.667828,128.83762
FUK,,,Japan,33.584286,130.4439
FUL,Orange,California,US,33.86667,-117.975
FUM,,,Papua New Guinea,-6.383333,142.43333
FUO,,Guangdong,China,23.133333,113.28333
FVL,,Northern Territory,Australia,-18.283333,128.41667
FVM,,,Maldives,-0.309444,73.43278
FVR,,Northern Territory,Australia,-15.253056,127.833336
FWA,Allen,Indiana,US,40.98666,-85.18771
FWH,Tarrant,Texas,US,32.76389,-97.3
FWL,Matanuska-Susitna,Alaska,US,62.509724,-153.88945
FWM,,,United Kingdom,56.816666,-5.116667
FXE,Broward,Florida,US,26.066668,-80.15
FXM,North Slope,Alaska,US,70.2,-146.0
FXO,,,Mozambique,-14.805278,36.526943
FXY,Winnebago,Iowa,US,43.266666,-93.65
FYG,,Hong Kong,China,22.543099,114.057868
FYM,Lincoln,Tennessee,US,35.15,-86.566666
FYT,,,Chad,17.916668,19.116667
FYU,Fairbanks North Star,Alaska,US,66.56981,-145.2482
FYV,Washington,Arkansas,US,36.003613,-94.17
GAA,,,Colombia,9.15,-74.23333
GAB,Mineral,Nevada,US,38.86667,-117.916664
GAC,,,Honduras,14.596667,-88.59389
GAD,Etowah,Alabama,US,33.97361,-86.08722
GAE,,,Tunisia,33.88333,10.033333
GAF,,,Tunisia,34.416668,8.816667
GAG,Ellis,Oklahoma,US,36.35,-99.88333
GAH,,Queensland,Australia,-25.433332,151.48334
GAI,Montgomery,Maryland,US,39.15,-77.2
GAJ,,,Japan,38.410645,140.36583
GAK,Valdez-Cordova,Alaska,US,62.333332,-145.31667
GAL,Yukon-Koyukuk,Alaska,US,64.73798,-156.94186
GAM,Nome,Alaska,US,63.776596,-171.71355
GAN,,,Maldives,-0.690003,73.15654
GAO,,,Cuba,20.084723,-75.15861
GAP,,,Papua New Guinea,-6.5,146.33333
GAQ,,,Mali,16.248611,-0.001389
GAR,,,Papua New Guinea,-7.873333,147.1375
GAS,,,Kenya,-0.45,39.65
GAT,,,France,44.55,6.083333
GAU,,,India,26.105982,91.58881
GAV,,,Indonesia,-26.0,130.88333
GAW,,,Burma,22.166668,94.13333
GAX,,,Gabon,-2.766667,9.983333
GAY,,,India,24.746668,84.94583
GAZ,,,Papua New Guinea,-9.2,152.93333
GBB,,,Azerbaijan,27.0,-7.566667
GBC,,,Papua New Guinea,-6.1,141.73334
GBD,Barton,Kansas,US,38.34722,-98.86417
GBE,,,Botswana,-24.557981,25.92451
GBF,,,Papua New Guinea,-6.583333,144.66667
GBG,Knox,Illinois,US,40.93861,-90.42889
GBH,North Slope,Alaska,US,68.46667,-149.48334
GBI,,,Bahamas,26.666668,-78.5
GBJ,,Guadeloupe,France,15.866667,-61.266666
GBK,,,Sierra Leone,7.8,-12.366667
GBL,,Northern Territory,Australia,-11.55,133.43333
GBM,,,Somalia,3.333333,42.183334
GBN,,,Italy,41.701668,15.730556
GBO,Baltimore City,Maryland,US,39.266666,-76.75
GBP,,Northern Territory,Australia,-16.55,143.66667
GBR,Columbia,New York,US,42.2,-73.36667
GBS,,,New Zealand,-36.13333,175.33333
GBT,,,Iran,36.90851,54.410515
GBU,,,Sudan,14.926389,35.88889
GBV,,Northern Territory,Australia,-15.65,126.63333
GBZ,,,New Zealand,-36.25,175.41667
GCA,,,Colombia,2.316667,-75.5
GCC,Campbell,Wyoming,US,44.346355,-105.532684
GCD,Douglas,Washington,US,47.92348,-119.08058
GCH,,,Iran,30.333332,50.816666
GCJ,,,South Africa,-26.233334,28.15
GCK,Finney,Kansas,US,37.92861,-100.72972
GCM,,Cayman Islands,United Kingdom,19.29637,-81.35779
GCN,Coconino,Arizona,US,35.951942,-112.1475
GCV,,,Brazil,-29.941668,-50.994167
GCW,Mohave,Arizona,US,36.07211,-113.9495
GCY,Greene,Tennessee,US,36.216667,-82.85
GDA,,,Central African Republic,9.333333,21.166668
GDC,Greenville,South Carolina,US,34.8,-82.35
GDD,,Northern Territory,Australia,-18.716667,128.55
GDE,,,Ethiopia,5.902222,43.628334
GDG,,,Russia,53.466667,125.8
GDH,Dillingham,Alaska,US,59.716667,-158.16667
GDI,,,Central African Republic,9.733333,21.583332
GDJ,,,Congo (Kinshasa),-6.766667,23.966667
GDL,,,Mexico,20.525198,-103.29921
GDM,Worcester,Massachusetts,US,42.566666,-71.98333
GDN,,,Poland,54.380978,18.468655
GDO,,,Venezuela,7.233333,-70.8
GDP,,,Brazil,-6.781944,-43.58167
GDQ,,,Ethiopia,12.514444,37.445557
GDT,,Turks and Caicos Islands,United Kingdom,21.466667,-71.13333
GDV,Dawson,Montana,US,47.13889,-104.806946
GDW,Gladwin,Michigan,US,43.983334,-84.48333
GDX,,,Russia,59.916668,150.71666
GDZ,,,Russia,44.566666,38.016666
GEA,,New Caledonia,France,-22.260536,166.47078
GEB,,,Indonesia,0.083333,129.41667
GEC,,,Cyprus,35.233334,33.716667
GED,Sussex,Delaware,US,38.68833,-75.3575
GEE,,Queensland,Australia,-18.283333,143.55
GEG,Spokane,Washington,US,47.62515,-117.537636
GEI,,,Papua New Guinea,-4.5,154.16667
GEK,Bethel,Alaska,US,63.1,-156.43333
GEL,,,Brazil,-28.28111,-54.168056
GEN,,,Spain,37.38333,-4.766667
GEO,,,Guyana,6.503833,-58.25308
GER,,,Cuba,21.8375,-82.78
GES,,,Philippines,6.108066,125.23424
GET,,Western Australia,Australia,-28.796078,114.70205
GEV,,,Sweden,67.134445,20.816668
GEW,,,Papua New Guinea,-9.3,148.46666
GEX,,Victoria,Australia,-38.13333,144.35
GEY,Big Horn,Wyoming,US,44.5,-108.05
GFA,Cascade,Montana,US,47.5,-111.28333
GFB,Dillingham,Alaska,US,59.016666,-160.05
GFD,Hancock,Indiana,US,39.783333,-85.76667
GFE,,Australian Capital Territory,Australia,-33.9,148.18333
GFF,,Australian Capital Territory,Australia,-34.255432,146.0627
GFK,Grand Forks,North Dakota,US,47.9488,-97.17587
GFL,Washington,New York,US,43.344444,-73.60917
GFN,,Queensland,Australia,-29.759521,153.02834
GFO,,,Guyana,6.416667,-58.583332
GFR,,,France,48.88333,-1.566667
GGA,,,Spain,0.0,0.0
GGC,,,Angola,-12.65,22.566668
GGD,,Northern Territory,Australia,-18.633333,139.23334
GGE,Georgetown,South Carolina,US,33.38333,-79.28333
GGG,Gregg,Texas,US,32.386665,-94.71528
GGL,,,Colombia,8.333333,-77.083336
GGM,,,Kenya,0.266425,34.783333
GGN,,,Cote d'Ivoire,6.133333,-5.933333
GGO,,,Cote d'Ivoire,6.333333,-7.75
GGR,,,Somalia,8.283333,48.333332
GGS,,,Argentina,-48.766666,-70.25
GGT,,,Bahamas,23.564018,-75.872475
GGW,Valley,Montana,US,48.212776,-106.615555
GHA,,,Algeria,32.38222,3.800556
GHB,,,Bahamas,25.280489,-76.32488
GHC,,,Bahamas,25.738056,-77.84028
GHE,,,Panama,8.033333,-78.25
GHM,Hickman,Tennessee,US,35.783333,-87.46667
GHN,,Chongqing,China,30.466667,106.65
GHT,,,Libya,24.966667,10.166667
GHU,,,Argentina,-33.004166,-58.61222
GIB,,Gibraltar,United Kingdom,36.153763,-5.349271
GIC,,Northern Territory,Australia,-9.233333,142.21666
GID,,,Burundi,-3.416667,29.916668
GIF,Polk,Florida,US,28.066668,-81.75
GIG,,,Brazil,-22.814653,-43.24651
GII,,,Guinea,11.516667,-9.166667
GIL,,,Pakistan,35.91972,74.33224
GIM,,,Gabon,-0.016667,11.4
GIR,,,Colombia,4.3,-74.8
GIS,,,New Zealand,-38.661934,177.98228
GIT,,,Tanzania,-2.8,32.2
GIU,,,Sri Lanka,7.9564084,80.7595754
GIY,,,South Africa,-23.283333,30.666668
GIZ,,,Saudi Arabia,16.898949,42.582344
GJA,,,Honduras,16.445,-85.90583
GJL,,,Algeria,36.8,5.883333
GJM,,,Brazil,-10.783333,-65.36667
GJR,,,Iceland,65.98333,-21.35
GJT,Mesa,Colorado,US,39.122665,-108.528336
GKA,,,Papua New Guinea,-6.075244,145.39293
GKD,,,Turkey,40.19955,25.8837
GKE,,,Germany,50.966667,6.133333
GKH,,,Nepal,28.0,84.675
GKL,,Queensland,Australia,-23.183332,150.94167
GKN,Valdez-Cordova,Alaska,US,62.155277,-145.45222
GKO,,,Gabon,-0.083333,11.466667
GKT,Sevier,Tennessee,US,35.85139,-83.51861
GLA,,,United Kingdom,55.864212,-4.431782
GLB,,Virgin Islands,US,5.95,-10.033333
GLC,,,Ethiopia,6.966667,46.416668
GLD,Sherman,Kansas,US,39.370277,-101.69945
GLE,Cooke,Texas,US,33.63333,-97.13333
GLF,,,Costa Rica,8.651389,-83.18083
GLG,,South Australia,Australia,-24.816668,139.6
GLH,Washington,Mississippi,US,33.484444,-90.985
GLI,,Queensland,Australia,-29.676666,151.69083
GLK,,,Somalia,6.766667,47.433334
GLL,,,Norway,60.7,8.95
GLM,,South Australia,Australia,-22.916668,138.83333
GLN,,,Morocco,29.016666,-10.066667
GLO,,Channel Islands,United Kingdom,51.88333,-2.233333
GLP,,,Papua New Guinea,-5.283333,141.51666
GLQ,Valdez-Cordova,Alaska,US,62.11667,-145.55
GLR,Otsego,Michigan,US,45.033333,-84.666664
GLS,Galveston,Texas,US,29.2675,-94.860275
GLT,,Queensland,Australia,-23.87147,151.22351
GLV,Nome,Alaska,US,64.54417,-163.0375
GLW,Barren,Kentucky,US,37.0,-85.916664
GLX,,,Indonesia,1.833333,127.833336
GLY,,Western Australia,Australia,-20.083332,119.666664
GLZ,,,Netherlands,51.583332,4.75
GMA,,,Congo (Kinshasa),3.235,19.768612
GMB,,,Ethiopia,8.283333,34.583332
GMC,,,Colombia,49.433334,-2.6
GMD,,,Morocco,33.61297,-7.12079
GME,,,Belarus,52.416668,31.0
GMI,,,Papua New Guinea,-6.3,150.33333
GMM,,,Congo (Brazzaville),-1.933333,15.866667
GMN,,,New Zealand,-42.45,171.2
GMO,,,Nigeria,10.298056,10.898889
GMP,,,"Korea, South",37.559288,126.80351
GMR,,French Polynesia,France,-23.084,-134.88757
GMS,,,Brazil,-2.15,-44.7
GMT,Nome,Alaska,US,65.405556,-161.2775
GMU,Greenville,South Carolina,US,34.85,-82.38333
GMV,San Juan,Utah,US,37.001945,-110.20278
GMZ,,,Spain,28.016666,-17.2
GNA,,,Belarus,53.666668,23.8
GNB,,,France,45.359833,5.332019
GND,,,Grenada,12.004167,-61.78611
GNF,Yalobusha,Mississippi,US,33.975307,-89.93228
GNG,Gooding,Idaho,US,42.933334,-114.71667
GNI,,,Taiwan*,23.1,121.46667
GNM,,,Brazil,-14.3,-42.783333
GNN,,,Ethiopia,7.15,40.716667
GNR,,,Argentina,-39.983334,-67.6
GNS,,,Indonesia,1.25,97.5
GNT,Cibola,New Mexico,US,35.15,-107.86667
GNU,Dillingham,Alaska,US,59.1125,-161.58055
GNV,Alachua,Florida,US,29.686142,-82.276794
GNY,,,Turkey,37.094166,38.846943
GNZ,,,Botswana,-21.7,21.666668
GOA,,,Italy,44.415066,8.85081
GOB,,,Ethiopia,7.013889,39.980556
GOC,,,Papua New Guinea,-9.166667,148.81667
GOE,,,Papua New Guinea,-5.366667,151.85
GOF,Tom Green,Texas,US,31.466667,-100.433334
GOH,,Greenland,Denmark,64.181946,-51.725
GOI,,,India,15.384534,73.83983
GOJ,,,Russia,56.218613,43.789764
GOK,Logan,Oklahoma,US,35.88333,-97.416664
GOL,Curry,Oregon,US,42.416668,-124.416664
GOM,,,Congo (Kinshasa),-1.67,29.235
GON,New London,Connecticut,US,41.328888,-72.04639
GOO,,Queensland,Australia,-28.524445,150.31944
GOP,,,India,26.746862,83.44376
GOQ,,Qinghai,China,36.404633,94.78931
GOR,,,Ethiopia,8.155556,35.538055
GOS,,New South Wales,Australia,-33.433334,151.35
GOT,,,Sweden,57.66664,12.294878
GOU,,,Cameroon,9.336111,13.375556
GOV,,Northern Territory,Australia,-12.269595,136.82265
GOY,,,Sri Lanka,7.333333,81.61667
GOZ,,,Bulgaria,43.11667,25.666668
GPA,,,Greece,38.25,21.733334
GPB,,,Brazil,-25.333332,-51.5
GPD,,Northern Territory,Australia,-19.999445,139.91777
GPI,,,Colombia,2.5,-78.34167
GPL,,,Costa Rica,10.2,-83.8
GPN,,Northern Territory,Australia,-11.766667,130.01666
GPO,,,Argentina,-35.63333,-63.766666
GPS,,,Ecuador,-0.434722,-90.282776
GPT,Harrison,Mississippi,US,30.413284,-89.07203
GPZ,Itasca,Minnesota,US,47.214443,-93.51111
GQQ,Crawford,Ohio,US,40.736668,-82.757225
GRA,,,Colombia,8.333333,-73.7
GRB,Brown,Wisconsin,US,44.492847,-88.121895
GRC,,,Liberia,4.6,-8.166667
GRD,Greenwood,South Carolina,US,34.25139,-82.15833
GRE,Bond,Illinois,US,38.88333,-89.416664
GRF,Thurston,Washington,US,47.083332,-122.57917
GRG,,,Afghanistan,33.61667,69.11667
GRH,,,Papua New Guinea,-10.225,150.55
GRI,Hall,Nebraska,US,40.96722,-98.30666
GRJ,,,South Africa,-34.00148,22.382235
GRK,Bell,Texas,US,31.061821,-97.820915
GRL,,,Papua New Guinea,-7.95,147.18333
GRM,Luce,Michigan,US,46.666668,-85.98333
GRN,Sheridan,Nebraska,US,42.8,-102.2
GRO,,,Spain,41.89804,2.766383
GRP,,,Brazil,-11.666667,-49.216667
GRQ,,,Netherlands,53.120277,6.575556
GRR,Kent,Michigan,US,42.88501,-85.52974
GRS,,,Italy,42.761944,11.070556
GRT,,,Pakistan,32.666668,74.03333
GRU,,,Brazil,-23.425669,-46.481926
GRV,,,Russia,43.333332,45.75
GRW,,,Portugal,39.090954,-28.027958
GRX,,,Spain,37.184727,-3.776954
GRY,,,Iceland,66.566666,-18.016666
GRZ,,,Austria,46.994125,15.444928
GSA,,,Malaysia,4.416667,115.76667
GSB,Wayne,North Carolina,US,35.38333,-77.98333
GSC,,Western Australia,Australia,-25.166668,115.25
GSE,,,Sweden,57.77775,11.864513
GSH,Elkhart,Indiana,US,41.583332,-85.833336
GSJ,,,Guatemala,13.93619,-90.83583
GSL,,Northwest Territories,Canada,62.5975,-111.54444
GSM,,,Iran,26.757778,55.905277
GSN,,South Australia,Australia,-31.666668,137.76666
GSO,Guilford,North Carolina,US,36.105324,-79.9373
GSP,Greenville,South Carolina,US,34.890568,-82.21706
GSQ,,,Egypt,22.583332,28.716667
GSR,,,Somalia,9.5,49.05
GSS,,,South Africa,-25.116667,30.8
GST,Hoonah-Angoon,Alaska,US,58.4275,-135.705
GSU,,,Sudan,14.033333,35.466667
GTC,,,Bahamas,26.25,-77.36667
GTE,,Northern Territory,Australia,-13.973887,136.46002
GTF,Cascade,Montana,US,47.481888,-111.35636
GTG,Burnett,Wisconsin,US,45.783333,-92.683334
GTI,,,Germany,54.38333,12.316667
GTK,,,Malaysia,2.6,102.916664
GTN,,,New Zealand,-43.766666,170.13611
GTO,,,Indonesia,0.639039,122.850876
GTP,Josephine,Oregon,US,42.43901,-123.32839
GTR,Lowndes,Mississippi,US,33.45,-88.6
GTS,,South Australia,Australia,-26.966667,133.61667
GTT,,Queensland,Australia,-18.416668,143.78334
GTY,Adams,Pennsylvania,US,39.833332,-77.23333
GTZ,,,Tanzania,-2.160833,34.225555
GUA,,,Guatemala,14.588071,-90.53068
GUB,,,Mexico,28.033333,-114.066666
GUC,Gunnison,Colorado,US,38.53389,-106.93889
GUD,,,Mali,16.3575,-3.609722
GUE,,,Papua New Guinea,-3.583333,141.58333
GUF,Escambia,Florida,US,30.166668,-87.583336
GUG,,,Papua New Guinea,-8.516667,146.9
